,name,rating,company_type,location,old,emp,reviews
858,Clover Infotech,3.7,Private,"Mumbai,Maharashtra + 10 more",28 years old,1k-5k employees (Global),(426 Reviews)
859,Everest Industries,3.9,Public,"Noida,Uttar Pradesh + 51 more",88 years old,1k-5k employees (India),(425 Reviews)
860,JSW Cement,4.0,Private,"Mumbai,Maharashtra + 65 more",13 years old,1k-5k employees (India),(424 Reviews)
861,S&P Global Market ...,4.1,Private,New York + 7 more,113 years old,5k-10k employees (India),(423 Reviews)
862,HT Media,3.7,Public,"Delhi/NCR,Delhi",98 years old,1k-5k employees (Global),(557 Reviews)
863,XpressBees,4.0,Private,Pune + 88 more,7 years old,10k-50k employees (India),(421 Reviews)
864,OCS Group,3.9,Private,"Mumbai,Maharashtra + 39 more",26 years old,10k-50k employees (India),(421 Reviews)
865,T.v. Sundram Iyeng...,4.1,"Chennai,Tamil Nadu",111 years old,501-1k employees (India),,(8.3k Reviews)
866,Sanden Vikas,3.8,Private,"Faridabad,Haryana",40 years old,501-1k employees (Global),(437 Reviews)
867,Aristo Pharmaceuti...,4.2,Private,"Mumbai,Maharashtra + 56 more",51 years old,1k-5k employees (India),(420 Reviews)
868,Orient Craft,4.0,Private,"Gurgaon/Gurugram,Haryana + 9 more",46 years old,1k-5k employees (India),(420 Reviews)
869,Unicharm,4.2,Private,"Mita,Tokyo",61 years old,1k-5k employees (India),(420 Reviews)
870,Aristo Pharmaceuti...,4.2,Private,"Mumbai,Maharashtra + 56 more",51 years old,1k-5k employees (India),(420 Reviews)
871,Decathlon,4.0,Private,Lille + 51 more,46 years old,1k-5k employees (India),(419 Reviews)
872,Meril Life Science...,3.7,Private,"Vapi,Gujarat + 43 more",16 years old,1k-5k employees (India),(418 Reviews)
873,Quatrro,3.3,Private,"Gurgaon/Gurugram,Haryana + 5 more",17 years old,5k-10k employees (Global),(418 Reviews)
874,Dimension Data,3.9,Private,"Bryanston,Johannesburg + 45 more",39 years old,1k-5k employees (India),(417 Reviews)
875,Sintex Industries,4.2,Public,"Kalol,Gujarat",91 years old,5k-10k employees (Global),(417 Reviews)
876,Flash Electronics,3.5,Private,"Pune,Maharashtra + 14 more",33 years old,1k-5k employees (Global),(416 Reviews)
877,Tradeindia.com,3.4,Private,"Noida,Uttar Pradesh + 35 more",26 years old,1k-5k employees (India),(416 Reviews)
878,BNP Paribas,3.9,Private,Paris,174 years old,10k-50k employees (India),(1.2k Reviews)
879,CitiusTech,4.0,Private,New Jersey + 7 more,17 years old,1k-5k employees (India),(415 Reviews)
880,Ageas Federal Life...,3.6,Private,"Mumbai,Maharashtra + 96 more",14 years old,501-1k employees (India),(415 Reviews)
881,Olam,4.1,"Chennai,Tamil Nadu + 32 more",33 years old,1k-5k employees (India),,(415 Reviews)
882,Gujarat Fluorochem...,4.1,Private,"Noida,Uttar Pradesh + 13 more",35 years old,501-1k employees (India),(414 Reviews)
883,Novo Nordisk,4.1,Private,"Bagsværd,Copenhagen + 46 more",99 years old,1k-5k employees (India),(414 Reviews)
884,Jakson Group,3.8,Private,"Noida,Uttar Pradesh + 53 more",75 years old,1k-5k employees (India),(413 Reviews)
885,Varroc Polymers,3.9,Private,"Aurangabad,Maharashtra + 23 more",27 years old,10k-50k employees (Global),(413 Reviews)
886,eClinicalWorks,4.2,Private,"Westborough,Massachusetts + 9 more",23 years old,1k-5k employees (India),(413 Reviews)
887,Eli Research,3.3,Private,"Faridabad,Haryana + 8 more",31 years old,5k-10k employees (Global),(412 Reviews)
888,Glorious Insight,5.0,Noida,11-50 employees (India),,,(412 Reviews)
889,Standard Chartered...,4.0,Private,Chennai + 9 more,21 years old,10k-50k employees (India),(411 Reviews)
890,Atlas Copco,4.3,Public,"Nacka Municipality,Stockholm + 40 more",149 years old,1k-5k employees (India),(410 Reviews)
891,Amtek Auto,3.8,Public,"Delhi/NCR,New Delhi + 33 more",37 years old,1k-5k employees (India),(410 Reviews)
892,Alstom Transportat...,3.9,Private,Saint-Ouen,94 years old,10k-50k employees (India),(918 Reviews)
893,Alok Industries,3.9,Public,"Mumbai,Maharashtra + 18 more",36 years old,1k-5k employees (India),(408 Reviews)
894,Hitachi Systems Mi...,3.6,Private,"Chiyoda City,Tokyo + 57 more",31 years old,501-1k employees (India),(408 Reviews)
895,Eveready Industrie...,4.1,Public,"Kolkata,West Bengal + 48 more",88 years old,1k-5k employees (India),(408 Reviews)
896,Inox Wind,3.6,Public,"Noida,Uttar Pradesh + 29 more",13 years old,5k-10k employees (Global),(408 Reviews)
897,Shriram General In...,3.9,Private,"Jaipur,Rajasthan + 104 more",14 years old,10k-50k employees (India),(408 Reviews)
898,Hitachi Systems Mi...,3.6,Private,"Chiyoda City,Tokyo + 57 more",31 years old,501-1k employees (India),(408 Reviews)
899,Automatic Data Pro...,4.3,New Jersey,73 years old,1k-5k employees (India),,(407 Reviews)
900,Infogain,3.5,Private,"Los Gatos,California + 12 more",32 years old,1k-5k employees (India),(407 Reviews)
901,Vivanta by Taj,4.5,Private,"Gurgaon/Gurugram,Haryana + 36 more",12 years old,1k-5k employees (India),(406 Reviews)
902,Genius Consultants,3.9,Private,"Kolkata,West Bengal + 56 more",29 years old,201-500 employees (India),(406 Reviews)
903,Uber,4.0,Public,"San Francisco,California",13 years old,1k-5k employees (India),(466 Reviews)
904,Quikr,3.6,Private,Bangalore,14 years old,501-1k employees (India),(453 Reviews)
905,Navayuga Engineeri...,4.0,Private,"Hyderabad/Secunderabad,Telangana + 41 more",123 years old,501-1k employees (India),(405 Reviews)
906,Medha Servo Drives,4.2,Private,"Hyderabad/Secunderabad,Telangana + 28 more",38 years old,501-1k employees (India),(405 Reviews)
907,Parekh Integrated ...,4.1,Private,"Mumbai,Maharashtra + 59 more",41 years old,1k-5k employees (India),(404 Reviews)
908,SAI Life Sciences,4.0,Public,Hyderabad + 4 more,23 years old,1k-5k employees (India),(402 Reviews)
909,Tata AutoComp Syst...,3.9,Public,"Pune,Maharashtra",24 years old,1k-5k employees (India),(864 Reviews)
910,General Motors,4.4,Private,"Detroit,Michigan",26 years old,1k-5k employees (India),(595 Reviews)
911,Apollo Pharmacy,3.8,Private,"Chennai,Tamil Nadu + 74 more",39 years old,10k-50k employees (India),(401 Reviews)
912,Jaquar,4.2,Private,"Gurgaon/Gurugram,Haryana + 58 more",62 years old,5k-10k employees (Global),(399 Reviews)
913,RBL FinServe,4.2,"Mumbai,Maharashtra + 143 more",17 years old,5k-10k employees (India),,(399 Reviews)
914,Teva Pharmaceutica...,4.2,Private,"Dublin,Dublin",43 years old,1k-5k employees (India),(592 Reviews)
915,Jacobs Engineering...,3.9,Private,"Dallas,TX",75 years old,201-500 employees (India),(399 Reviews)
916,Adarsh Credit Co-O...,4.2,"Ahmedabad,Gujrat + 129 more",23 years old,1k-5k employees (India),,(398 Reviews)
917,Mitsubishi Electri...,4.5,Private,"Chiyoda City,Tokyo",101 years old,501-1k employees (India),(398 Reviews)
918,MakeMyTrip,4.0,Public,"Gurgaon/Gurugram,Haryana",22 years old,1k-5k employees (Global),(540 Reviews)
919,Magus Customer Dia...,3.6,Private,"Pune,Maharashtra + 15 more",33 years old,1k-5k employees (Global),(397 Reviews)
920,Apexon,3.3,Chennai + 15 more,26 years old,,,(397 Reviews)
921,United Breweries,4.1,Public,"Bangalore/Bengaluru,Karnataka",165 years old,1k-5k employees (India),(458 Reviews)
922,Bridge & Roof Co,3.7,Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 43 more",102 years old,1k-5k employees (India),(396 Reviews)
923,Vakrangee,3.6,Public,"Mumbai,Maharashtra + 70 more",32 years old,1k-5k employees (Global),(396 Reviews)
924,Godfrey Phillips I...,4.3,Public,"Delhi/NCR,New Delhi + 58 more",89 years old,1k-5k employees (India),(396 Reviews)
925,Sonata Software,3.8,Public,"Bangalore/Bengaluru,Karnataka + 9 more",36 years old,1k-5k employees (India),(396 Reviews)
926,Vedanta Resources,3.8,Public,London,46 years old,1k-5k employees (India),(1.6k Reviews)
927,OMICS Internationa...,2.5,Private,"Hyderabad/Secunderabad,Telangana",15 years old,1k-5k employees (Global),(409 Reviews)
928,Madras Cements,4.3,Public,"Chennai,Tamil Nadu + 59 more",61 years old,1k-5k employees (India),(395 Reviews)
929,Holiday Inn,4.1,Private,"Memphis,Buckinghamshire + 41 more",70 years old,1k-5k employees (India),(393 Reviews)
930,CenturyPly,4.0,Public,"Kolkata,West Bengal + 59 more",36 years old,1k-5k employees (Global),(392 Reviews)
931,Reliance Power,4.1,Public,"Navi Mumbai,Maharashtra + 26 more",27 years old,1k-5k employees (India),(392 Reviews)
932,Redington,4.1,Public,"Dubai,Dubai + 45 more",23 years old,1k-5k employees (India),(392 Reviews)
933,IKS Health,3.2,Private,"Navi Mumbai,Maharashtra + 7 more",15 years old,5k-10k employees (Global),(391 Reviews)
934,McNally Bharat Eng...,3.9,Public,"Kolkata,West Bengal",61 years old,1k-5k employees (Global),(438 Reviews)
935,ZTE Corporation,3.8,Private,"Shenzhen,Guangdong + 45 more",19 years old,1k-5k employees (India),(389 Reviews)
936,Paytm Payments Ban...,3.9,Noida + 70 more,6 years old,1k-5k employees (India),,(389 Reviews)
937,nThrive Global Sol...,3.8,Private,Alpharetta + 7 more,19 years old,501-1k employees (India),(389 Reviews)
938,Omaxe,3.8,Public,"Delhi/NCR,New Delhi + 18 more",33 years old,1k-5k employees (India),(389 Reviews)
939,Eureka Outsourcing...,3.3,Private,"Thane,Maharashtra + 11 more",20 years old,5k-10k employees (Global),(389 Reviews)
940,Softenger,4.2,Private,"Pune,Maharashtra + 19 more",23 years old,501-1k employees (India),(389 Reviews)
941,Scope Internationa...,3.9,Private,Mannheim + 4 more,21 years old,201-500 employees (Global),(388 Reviews)
942,Canara Bank,3.7,Public,"Bangalore/Bengaluru,Karnataka",116 years old,50k-1 Lakh employees (India),(1.2k Reviews)
943,Steag Energy Servi...,4.3,Private,"Essen,Essen + 25 more",22 years old,1k-5k employees (India),(386 Reviews)
944,Godrej Agrovet,4.1,Mumbai + 69 more,1k-5k employees (India),,,(385 Reviews)
945,Episource,4.0,Private,"Gardena,California + 5 more",16 years old,1k-5k employees (India),(385 Reviews)
946,IFFCO,4.1,Private,"Delhi/NCR,Delhi",55 years old,10k-50k employees (Global),(558 Reviews)
947,IMPACT Infotech,3.9,Private,"Pune,Maharashtra + 45 more",28 years old,501-1k employees (India),(384 Reviews)
948,Power Grid Corpora...,4.6,Private,"Gurgaon/Gurugram,Haryana + 111 more",33 years old,5k-10k employees (India),(384 Reviews)
949,Sykes Business Ser...,3.5,Private,"Tampa,Florida + 10 more",45 years old,1k-5k employees (Global),(384 Reviews)
950,Uttam Galva Steels,3.9,Public,"Mumbai,Maharashtra + 14 more",37 years old,1k-5k employees (India),(383 Reviews)
951,Sundaram Clayton,4.1,Public,"Chennai,Tamil Nadu + 12 more",60 years old,1k-5k employees (India),(382 Reviews)
952,ICA Edu Skills,3.7,Private,"Kolkata,West Bengal + 83 more",23 years old,1k-5k employees (Global),(382 Reviews)
953,Atos Global IT Sol...,4.1,Paris + 11 more,25 years old,10k-50k employees (India),,(382 Reviews)
954,Wheels,4.1,Public,"Chennai,Tamil Nadu + 20 more",60 years old,1k-5k employees (India),(381 Reviews)
955,Secure Meters,4.3,Public,"Chandlers Ford,Eastleigh + 38 more",35 years old,1k-5k employees (India),(381 Reviews)
956,Ihg Group,4.2,Private,"Gurgaon/Gurugram,Haryana",19 years old,501-1k employees (India),(793 Reviews)
957,GKN,4.2,Private,"Redditch,Worcestershire + 18 more",37 years old,501-1k employees (India),(380 Reviews)
958,DBS Bank,3.9,Private,"Hyderabad/Secunderabad,Telangana + 31 more",7 years old,1k-5k employees (India),(380 Reviews)
959,GKN,4.2,Private,"Redditch,Worcestershire + 18 more",37 years old,501-1k employees (India),(380 Reviews)
960,Defence Research &...,4.4,Private,"Delhi/NCR,New Delhi",64 years old,10k-50k employees (India),(431 Reviews)
961,Kurlon,4.1,Private,"Bangalore/Bengaluru,Karnataka + 68 more",60 years old,5k-10k employees (Global),(379 Reviews)
962,Karur Vysya Bank,3.7,Public,"Karur,Tamil Nadu + 76 more",106 years old,5k-10k employees (India),(379 Reviews)
963,B. G. Shirke Const...,4.0,Private,"Pune,Maharashtra + 18 more",78 years old,1k-5k employees (India),(379 Reviews)
964,TCS iON,3.8,Mumbai + 57 more,11 years old,501-1k employees (India),,(379 Reviews)
965,Cox & Kings,3.8,Private,"Mumbai,Maharashtra",264 years old,1k-5k employees (India),(496 Reviews)
966,Ingram Micro,3.8,Private,"Irvine,California",43 years old,1k-5k employees (India),(424 Reviews)
967,Credit Suisse,3.7,Private,Zurich + 4 more,166 years old,10k-50k employees (India),(377 Reviews)
968,UBS,3.8,Private,Zurich + 24 more,7 years old,1k-5k employees (India),(377 Reviews)
969,Vedanta Aluminium,4.0,Private,"Jharsuguda,Odisha + 19 more",19 years old,1k-5k employees (India),(377 Reviews)
970,Saud Bahwan Group,3.9,Private,Muscat,47 years old,201-500 employees (India),(376 Reviews)
971,Birla Corporation,4.2,Public,"Kolkata,India",103 years old,1k-5k employees (India),(636 Reviews)
972,Aarvi Encon,4.0,Public,"Mumbai,Maharashtra + 52 more",35 years old,1k-5k employees (India),(375 Reviews)
973,SFO Technologies,3.6,Private,"Kochi/Cochin,Kerala + 11 more",32 years old,1k-5k employees (India),(375 Reviews)
974,Natco Pharma,4.1,Public,"Hyderabad/Secunderabad,Telangana + 23 more",41 years old,1k-5k employees (India),(375 Reviews)
975,ThyssenKrupp Indus...,4.2,Private,"Pune,Maharashtra + 24 more",75 years old,1k-5k employees (India),(374 Reviews)
976,Indegene,3.9,Private,Princeton + 13 more,24 years old,501-1k employees (India),(374 Reviews)
977,HBL Global,4.2,Private,"Mumbai,Maharashtra + 67 more",22 years old,11-50 employees (India),(374 Reviews)
978,Ahluwalia Contract...,4.0,Public,"Delhi/NCR,New Delhi + 24 more",57 years old,5k-10k employees (Global),(373 Reviews)
979,DLF,4.1,Public,"Gurgaon/Gurugram,Haryana + 22 more",76 years old,1k-5k employees (Global),(373 Reviews)
980,Xerox Technology S...,3.8,Private,"Norwalk,Connecticut",6 years old,501-1k employees (India),(518 Reviews)
981,Otis Elevator,4.2,Private,"Farmington,Connecticut + 43 more",169 years old,1k-5k employees (India),(371 Reviews)
982,Greenko Group,4.1,Private,Hyderabad + 31 more,18 years old,1k-5k employees (India),(371 Reviews)
983,GirnarSoft,3.7,Private,Jaipur,15 years old,1k-5k employees (India),(593 Reviews)
984,Fino Paytech,4.2,Mumbai + 92 more,16 years old,51-200 employees (India),,(370 Reviews)
985,Metropolis Healthc...,4.2,Private,"Mumbai,Maharashtra + 51 more",42 years old,1k-5k employees (India),(370 Reviews)
986,IL&FS Engineering ...,4.4,Public,"Hyderabad/Secunderabad,Telangana + 41 more",34 years old,1k-5k employees (India),(370 Reviews)
987,Denave,4.0,Private,"Noida,Uttar Pradesh + 48 more",23 years old,501-1k employees (India),(370 Reviews)
988,VVDN Technologies,3.5,Private,Gurgaon + 22 more,15 years old,1k-5k employees (India),(369 Reviews)
989,Saudi Binladin Gro...,4.5,Private,"Jeddah,Riyadh + 25 more",91 years old,201-500 employees (India),(369 Reviews)
990,Edubridge Learning,4.1,Private,Mumbai + 54 more,13 years old,201-500 employees (India),(369 Reviews)
991,le méridien,3.8,Private,Paris + 21 more,50 years old,5k-10k employees (India),(368 Reviews)
992,Lumen Technologies,3.6,"Monroe,Louisiana + 10 more",92 years old,1k-5k employees (India),,(368 Reviews)
993,KIMS Hospital,4.1,Private,"Hyderabad/Secunderabad,Telangana + 28 more",10 years old,1k-5k employees (Global),(367 Reviews)
994,Fidelity Investmen...,4.2,"Boston,Massachusetts + 8 more",76 years old,5k-10k employees (India),,(367 Reviews)
995,R Systems Internat...,3.3,Public,"Folsom,California + 7 more",29 years old,1k-5k employees (India),(366 Reviews)
996,Sl Lumax,3.6,Public,"Sriperumbudur,Tamil Nadu + 9 more",25 years old,1k-5k employees (Global),(366 Reviews)
997,Rodic Consultants,4.3,Private,"Delhi/NCR,Delhi + 63 more",22 years old,1k-5k employees (India),(366 Reviews)
998,TNQ Books & Journa...,3.7,Private,"Chennai,Tamil Nadu + 3 more",24 years old,1k-5k employees (Global),(366 Reviews)
999,Dixon Technologies...,4.0,Public,"Noida,Uttar Pradesh + 19 more",29 years old,1k-5k employees (India),(365 Reviews)
1000,Napino Auto & Elec...,4.1,Public,"Gurgaon/Gurugram,Haryana + 5 more",25 years old,1k-5k employees (India),(365 Reviews)
1001,TietoEVRY,4.2,Helsinki + 4 more,28 years old,1k-5k employees (India),,(365 Reviews)
1002,Gharda Chemicals,4.1,Private,"Mumbai,Maharashtra + 29 more",55 years old,1k-5k employees (India),(364 Reviews)
1003,Matrimony.com,3.7,Public,"Chennai,Tamil Nadu + 28 more",25 years old,1k-5k employees (Global),(364 Reviews)
1004,Rao IIT Academy,3.7,Private,"Mumbai,Maharashtra + 19 more",8 years old,501-1k employees (Global),(363 Reviews)
1005,Star Cement,3.9,Public,"Kolkata,West Bengal + 32 more",21 years old,501-1k employees (India),(363 Reviews)
1006,Velocis Systems,4.0,Private,"Noida,Uttar Pradesh + 32 more",27 years old,1k-5k employees (India),(363 Reviews)
1007,Kutumbh Care,4.0,Private,"Noida,Uttar Pradesh + 100 more",15 years old,5k-10k employees (India),(363 Reviews)
1008,Central Industrial...,4.4,Govt Organisation,"Delhi/NCR,New Delhi + 52 more",53 years old,1 Lakh+ employees (India),(362 Reviews)
1009,Gionee,4.0,Private,Shenzhen + 101 more,9 years old,501-1k employees (India),(362 Reviews)
1010,Border Security Fo...,4.4,Govt Organisation,"Delhi/NCR,New Delhi + 54 more",57 years old,1 Lakh+ employees (India),(362 Reviews)
1011,Central Public Wor...,4.1,Private,"Delhi/NCR,New Delhi + 85 more",168 years old,10k-50k employees (India),(361 Reviews)
1012,Colliers Internati...,3.9,Private,Ontario + 19 more,27 years old,1k-5k employees (India),(361 Reviews)
1013,Medusind Solutions,3.9,Private,"Florida,Florida + 3 more",20 years old,1k-5k employees (India),(361 Reviews)
1014,Skipper,3.8,Public,"Kolkata,West Bengal + 35 more",41 years old,1k-5k employees (India),(360 Reviews)
1015,Recpdcl.ltd,4.1,Private,"Noida,Uttar Pradesh + 48 more",15 years old,1k-5k employees (Global),(360 Reviews)
1016,Essjay Ericsson,4.0,Private,Delhi + 65 more,51 years old,1k-5k employees (India),(360 Reviews)
1017,ZF Steering Gear I...,3.7,Public,"Friedrichshafen,Baden-Württemberg + 4 more",107 years old,1k-5k employees (Global),(360 Reviews)
1018,HARMAN,3.8,Public,"Stamford,Connecticut",13 years old,1k-5k employees (India),(1.2k Reviews)
1019,Jaya Hind Industri...,3.6,Public,"Pune,Maharashtra + 11 more",75 years old,501-1k employees (India),(359 Reviews)
1020,Asirvad Microfinan...,4.1,Private,"Chennai,Tamil Nadu + 105 more",15 years old,5k-10k employees (India),(359 Reviews)
1021,Courtyard by Marri...,4.4,Public,"Bethesda,Maryland + 28 more",95 years old,1k-5k employees (India),(358 Reviews)
1022,National Health Mi...,3.8,Private,"Guwahati,Assam + 117 more",17 years old,1 Lakh+ employees (Global),(358 Reviews)
1023,HPCL-Mittal Energy,4.3,JV,"Noida,Uttar Pradesh + 14 more",15 years old,1k-5k employees (India),(358 Reviews)
1024,Tanishq,4.3,Private,"Bangalore/Bengaluru,Karnataka + 93 more",28 years old,5k-10k employees (Global),(358 Reviews)
1025,Tata Cummins,4.3,Private,"Pune,Maharashtra + 18 more",29 years old,5k-10k employees (India),(358 Reviews)
1026,Future Lifestyle F...,4.2,Public,"Mumbai,Maharashtra + 49 more",10 years old,1k-5k employees (India),(357 Reviews)
1027,Advik Hi Tech,3.6,"Pune,Maharashtra + 15 more",22 years old,501-1k employees (India),,(357 Reviews)
1028,JTEKT,4.2,Public,Osaka,16 years old,1k-5k employees (India),(483 Reviews)
1029,Larsen and Toubro ...,3.9,"Mumbai,Maharashtra + 65 more",16 years old,10k-50k employees (Global),,(356 Reviews)
1030,Chennai Radha Engi...,4.1,Private,"Chennai,Tamil Nadu + 30 more",17 years old,5k-10k employees (India),(356 Reviews)
1031,BASF,4.4,Private,Ludwigshafen,79 years old,10k-50k employees (India),(440 Reviews)
1032,Royal Sundaram Gen...,3.9,JV,"Chennai,Tamil Nadu + 68 more",21 years old,1k-5k employees (India),(355 Reviews)
1033,Alshaya Group,4.2,Private,"Kuwait City,Kuwait + 18 more",132 years old,501-1k employees (India),(355 Reviews)
1034,VA Tech Wabag,3.8,Public,"Chennai,Tamil Nadu + 34 more",98 years old,1k-5k employees (India),(355 Reviews)
1035,Athena BPO,3.2,Private,"Mumbai,Maharashtra + 18 more",3 years old,1k-5k employees (Global),(355 Reviews)
1036,BEML,3.9,Private,"Bangalore/Bengaluru,Karnataka + 26 more",58 years old,1k-5k employees (India),(354 Reviews)
1037,Genpact Headstrong...,4.0,Private,"New Delhi,New Delhi",24 years old,1k-5k employees (India),(14.7k Reviews)
1038,Engineers India,4.2,Public,"Delhi/NCR,New Delhi + 40 more",57 years old,1k-5k employees (India),(353 Reviews)
1039,Minda Corporation,3.9,Public,Gurugram + 32 more,64 years old,1k-5k employees (India),(353 Reviews)
1040,Adobe,4.2,Public,"San Jose,California",25 years old,5k-10k employees (India),(353 Reviews)
1041,Visionary RCM Info...,3.3,Private,"Chennai,Tamil Nadu + 5 more",16 years old,1k-5k employees (Global),(353 Reviews)
1042,Caparo Engineering...,3.8,"Gurgaon/Gurugram,Haryana + 29 more",54 years old,51-200 employees (India),,(352 Reviews)
1043,Hikal,4.1,Private,"Mumbai,Maharashtra + 11 more",34 years old,1k-5k employees (India),(352 Reviews)
1044,Wipro Infrastructu...,3.9,Private,"Bangalore/Bengaluru,Karnataka + 23 more",46 years old,1k-5k employees (India),(352 Reviews)
1045,GE Power,4.1,Public,"Schenectady,Düsseldorf",30 years old,1k-5k employees (India),(486 Reviews)
1046,Air India,4.0,Private,"Delhi/NCR,New Delhi",92 years old,5k-10k employees (Global),(427 Reviews)
1047,Comviva Technology,3.8,Private,"Gurgaon/Gurugram,Haryana + 61 more",23 years old,1k-5k employees (India),(351 Reviews)
1048,Altruist Technolog...,3.1,Private,"Panchkula,Haryana + 18 more",17 years old,51-200 employees (Global),(351 Reviews)
1049,Pratap Technocrats,4.0,Private,"Jaipur,Rajasthan + 68 more",24 years old,501-1k employees (India),(351 Reviews)
1050,HBL Power Systems,3.9,Public,"Hyderabad/Secunderabad,Telangana + 32 more",45 years old,1k-5k employees (India),(351 Reviews)
1051,Oriental Structura...,4.1,Private,"Delhi/NCR,Delhi + 37 more",36 years old,1k-5k employees (India),(350 Reviews)
1052,India Japan Lighti...,4.2,Private,"Chennai,Tamil Nadu + 16 more",26 years old,501-1k employees (India),(349 Reviews)
1053,Biba Apparels,3.9,Private,Gurgaon + 59 more,36 years old,501-1k employees (India),(349 Reviews)
1054,NSB Bpo Solutions,3.4,Private,"Bhopal,Madhya Pradesh + 73 more",29 years old,1k-5k employees (India),(349 Reviews)
1055,Patra Corporation,4.0,Private,"El Dorado Hills,California + 11 more",17 years old,501-1k employees (India),(349 Reviews)
1056,VeeTechnologies,3.5,Private,"Bangalore/Bengaluru,Karnataka + 11 more",22 years old,1k-5k employees (Global),(349 Reviews)
1057,NEC,3.9,Private,Tokyo,123 years old,5k-10k employees (India),(723 Reviews)
1058,Bses Rajdhani Powe...,3.9,Private,"Delhi/NCR,New Delhi",21 years old,5k-10k employees (Global),(510 Reviews)
1059,AIIMS,4.2,"Delhi/NCR,New Delhi + 22 more",66 years old,5k-10k employees (India),,(348 Reviews)
1060,Schoolnet India,3.6,Public,"Noida,Uttar Pradesh + 78 more",25 years old,10k-50k employees (Global),(347 Reviews)
1061,Nippon Paint India,4.0,Private,Osaka + 65 more,141 years old,501-1k employees (India),(347 Reviews)
1062,Turbo Energy,4.2,Private,"Chennai,Tamil Nadu + 16 more",39 years old,501-1k employees (India),(346 Reviews)
1063,QualityKiosk Techn...,3.7,Private,"Mumbai,Maharashtra + 6 more",22 years old,1k-5k employees (Global),(346 Reviews)
1064,HFCL,4.1,Public,"Delhi/NCR,New Delhi",35 years old,1k-5k employees (India),(424 Reviews)
1065,uFaber,4.1,Private,"Mumbai,Maharashtra + 11 more",9 years old,501-1k employees (India),(344 Reviews)
1066,Saudi Aramco,4.5,Private,Dhahran,89 years old,1k-5k employees (India),(685 Reviews)
1067,Leighton Contracto...,4.3,Private,"Mumbai,Maharashtra + 16 more",24 years old,501-1k employees (India),(343 Reviews)
1068,Rallis India,4.3,Public,"Mumbai,Maharashtra + 56 more",74 years old,501-1k employees (India),(343 Reviews)
1069,Government of Indi...,4.0,Govt Organisation,New Delhi + 89 more,72 years old,1 Lakh+ employees (Global),(343 Reviews)
1070,Voltech,3.6,Private,"Chennai,Tamil Nadu + 21 more",34 years old,501-1k employees (India),(342 Reviews)
1071,Sandhar Technologi...,3.9,Public,"Gurgaon/Gurugram,Haryana + 23 more",35 years old,5k-10k employees (India),(342 Reviews)
1072,Dhanuka Agritech,3.6,Public,"Gurgaon/Gurugram,Haryana",40 years old,1k-5k employees (India),(384 Reviews)
1073,Ramada,3.7,Private,"Gurgaon/Gurugram,Haryana + 36 more",12 years old,201-500 employees (India),(341 Reviews)
1074,Magneti Marelli Mo...,3.9,Private,Pune + 15 more,14 years old,11-50 employees (India),(341 Reviews)
1075,Tata Starbucks,4.3,JV,Seattle + 21 more,51 years old,1k-5k employees (India),(340 Reviews)
1076,Micro Turners,3.8,Private,"Panchkula,Haryana + 29 more",53 years old,5k-10k employees (Global),(340 Reviews)
1077,Care Hospital,4.2,Private,"Hyderabad/Secunderabad,Telangana + 21 more",25 years old,1k-5k employees (India),(340 Reviews)
1078,Sri Chaitanya Scho...,3.9,Hyderabad + 50 more,36 years old,501-1k employees (Global),,(340 Reviews)
1079,Centum Learning,3.8,Private,"Delhi/NCR,New Delhi + 61 more",15 years old,201-500 employees (India),(340 Reviews)
1080,Medplus(optival He...,3.8,Private,Hyderabad + 36 more,16 years old,501-1k employees (India),(340 Reviews)
1081,Transsion,4.2,Public,Shenzhen + 44 more,16 years old,501-1k employees (India),(339 Reviews)
1082,Ebix Software Indi...,3.1,Public,"Johns Creek,Georgia + 21 more",46 years old,501-1k employees (India),(339 Reviews)
1083,Amway India Enterp...,4.1,Private,"Ada Township,Michigan + 66 more",15 years old,501-1k employees (India),(339 Reviews)
1084,Raychem RPG,4.1,Private,"Mumbai,Maharashtra + 19 more",33 years old,501-1k employees (India),(339 Reviews)
1085,Kalpataru Group,3.5,Private,"Mumbai,Maharashtra + 36 more",53 years old,1k-5k employees (India),(339 Reviews)
1086,Leadec,3.8,Private,Stuttgart + 27 more,60 years old,501-1k employees (India),(339 Reviews)
1087,Star Union Dai-ich...,3.7,Private,"Navi Mumbai,Maharashtra + 92 more",13 years old,1k-5k employees (India),(339 Reviews)
1088,Y-Axis Overseas Ca...,4.2,Private,"Hyderabad/Secunderabad,Telangana + 11 more",23 years old,1k-5k employees (India),(338 Reviews)
1089,Experis IT,3.2,Private,"Kolkata,West Bengal + 30 more",24 years old,1k-5k employees (Global),(337 Reviews)
1090,J B Chemicals And ...,4.0,Public,"Mumbai,Maharashtra + 34 more",46 years old,501-1k employees (India),(337 Reviews)
1091,Ramky Infrastructu...,4.2,Public,Hyderabad + 38 more,28 years old,501-1k employees (India),(337 Reviews)
1092,VirtusaPolaris,3.2,Private,"Colombo,Colombo + 8 more",26 years old,1k-5k employees (India),(337 Reviews)
1093,UNITED COLORS OF B...,4.4,Private,"Gurgaon/Gurugram,Haryana + 53 more",30 years old,201-500 employees (India),(337 Reviews)
